Description,Status,Related Records,Submittal Type,Unnamed: 6,lon,lat,record_date,original_lon,original_lat,mapping_distance_meters,mapped_to_sales_idx
RE-ROOF METAL HURRICAN DAMAGE,Closed-CC Issued,0,ePlan,,-81.96561818984499,26.51832495262008,2023-02-01,-81.965758760549,26.518483787581,23.611564448823813,764
"Interior Remodel to Create 4th bedroom & 3rd bathroom*Plan Review & Inspections done by Private Provider, Safety Net Engineering & Inspection Services, LLC*",Closed-CC Issued,1,ePlan,,-81.96265327404878,26.509301394491423,2023-02-01,-81.962670049637,26.50908972217,23.637247483704133,820
Tear off old shingle roof and reroof with new dimensional shingles.,Closed-Withdrawn,0,ePlan,,-81.96265327404878,26.509301394491423,2023-03-01,-81.962670049637,26.50908972217,23.637247483704133,820
Tear off old roof and reroof with new dimensional shingles,Closed-CC Issued,0,ePlan,,-81.96265327404878,26.509301394491423,2023-03-01,-81.962670049637,26.50908972217,23.637247483704133,820
"Install new in ground pool and pool deck *Plan Review & Inspections done by Private Provider â Safety Net Engineering & Inspection Services, LLC*",Closed-CC Issued,2,ePlan,,-81.96265327404878,26.509301394491423,2023-06-01,-81.962670049637,26.50908972217,23.637247483704133,820
take OFF OLD SHINGLE RENAIL BUT ON UNDERLAYMENT THEN SHINGLES,Closed-CC Issued,0,ePlan,,-81.96378658848231,26.51979357721776,2022-10-01,-81.963867467416,26.519597226966,23.639405060376145,1363
re roof home take off old shingle install new,Closed-Voided,0,ePlan,,-81.96378658848231,26.51979357721776,2022-10-01,-81.963867467416,26.519597226966,23.639405060376145,1363
Hurricane Damage - Replace Riser - No other work required,Closed-CC Issued,0,ePlan,,-81.96378658848231,26.51979357721776,2022-10-01,-81.963867467416,26.519597226966,23.639405060376145,1363
"install new pool cage due to hurricane Ian damage*Inspections Done By Private Provider â ECS Florida, LLC*",Closed-CC Issued,1,ePlan,,-81.96932792249693,26.508747587752808,2023-05-01,-81.9694076321,26.508944626586,23.661176012408184,217
Re-Roof Concrete Tile to Concrete Tile,Closed-CC Issued,0,ePlan,,-81.96932792249693,26.508747587752808,2023-09-01,-81.9694076321,26.508944626586,23.661176012408184,217
New construction of single family home.R01*Structural attachment of home and cabana. Aluminum structure has been sealed by the structural engineer of record. Trellis is shown on plans.,Closed-CO Issued,5,ePlan,,-81.96882799522474,26.516705994800223,2022-08-01,-81.968653411749,26.516828116123,23.717432673884225,1499
Replace sub panel 120/240v 60a sub panel and wire boat lift,Closed-CC Issued,0,ePlan,,-81.96882799522474,26.516705994800223,2023-03-01,-81.968653411749,26.516828116123,23.717432673884225,1499
In Ground Pool and Spa.,Closed-CC Issued,0,ePlan,,-81.96882799522474,26.516705994800223,2023-04-01,-81.968653411749,26.516828116123,23.717432673884225,1499
BURY 1000G TANK AND RUN LINE TO 5 APPLIANCES,Closed-CC Issued,5,ePlan,,-81.96882799522474,26.516705994800223,2023-06-01,-81.968653411749,26.516828116123,23.717432673884225,1499
"REPLACE 6 WINDOWS WITH IMPACT, SIZE FOR SIZE.",Closed-CC Issued,0,ePlan,,-81.96517121779337,26.51449437613148,2022-10-01,-81.965364189128,26.514584757735,23.721027860778218,1066
Reroof Shingle to Shingle,Closed-CC Issued,0,ePlan,,-81.96517121779337,26.51449437613148,2022-12-01,-81.965364189128,26.514584757735,23.721027860778218,1066
"DRYWALL, INSULATION, INTERIOR DOORS, CABINETS, BASE BOARDS, FINISH FLOOR",Closed-CC Issued,0,Paper Submittal,,-81.96517121779337,26.51449437613148,2023-03-01,-81.965364189128,26.514584757735,23.721027860778218,1066
HVAC change out,Closed-CC Issued,0,ePlan,,-81.95600136399158,26.50776624832121,2022-10-01,-81.956208324935,26.507715357178,23.725199035034297,149
"DRYWALL, INSULATION, INTERIOR DOORS, RE-ROOFING WITH TILE NOA-22-0201.11 AND 21-1217.02",Closed-CC Issued,1,Paper Submittal,,-81.95600136399158,26.50776624832121,2022-12-01,-81.956208324935,26.507715357178,23.725199035034297,149
RE-ROOFING WITH TILE NOA-22-0201.11 AND 21-1217.02,Closed-Revision Approved,1,Paper Submittal,,-81.95600136399158,26.50776624832121,2022-03-01,-81.956208324935,26.507715357178,23.725199035034297,149
Reroof - Tear off underlayment and tile. Install new underlayment and tile.,Closed-Voided,0,ePlan,,-81.95600136399158,26.50776624832121,2023-03-01,-81.956208324935,26.507715357178,23.725199035034297,149
TEAR OFF AND REROOF - HURRICANE IAN,Closed-CC Issued,0,ePlan,,-81.9637078865274,26.509909310327178,2023-01-01,-81.963494866545,26.509898354591,23.744725890367434,805
A/C Change Out Like for Like,Closed-CC Issued,0,ePlan,,-81.96963355329002,26.508736845537,2023-04-01,-81.9695692759,26.508940731558,23.797782358578687,219
"Replace riser, water head and meter can like for like",Closed-CC Issued,0,ePlan,,-81.96428352004826,26.51733770051516,2023-04-01,-81.964154685116,26.517508528768,23.81850849387235,1176
RE ROOF TILE TO TILE NOA'S 21-0315.02 & 20-1008.03,Closed-CC Issued,0,ePlan,,-81.97019642563463,26.507962185313552,2023-03-01,-81.970179154459,26.507748743961,23.837951703702295,300
"Tear off shingles, install peel and stick, install new shingle roof.",Closed-CC Issued,0,ePlan,,-81.96433967313773,26.519322342240663,2023-03-01,-81.964180490358,26.519178933329,23.850884338324356,1403
Remove Existing Tile Roofing / Replace with Tile Roofing. Direct to deck underlayment,Closed-CC Issued,0,ePlan,,-81.97572125709569,26.51054632511884,2023-01-01,-81.975520398487,26.51062124373,23.864312849510224,1465
Tile Re roof,Closed-CC Issued,0,ePlan,,-81.97431923453826,26.512475523834883,2022-11-01,-81.974512018689,26.512381374245,23.883231647123797,1453
Screen pool replacement S4S on existing deck (Hurricane Ian) (Pool POL199507113) (Old Cage RES199509530),Closed-CO Issued,1,ePlan,,-81.97431923453826,26.512475523834883,2023-01-01,-81.974512018689,26.512381374245,23.883231647123797,1453
Add open view screen to back wall,Closed-Revision Approved,1,ePlan,,-81.97431923453826,26.512475523834883,2023-02-01,-81.974512018689,26.512381374245,23.883231647123797,1453
"Like-for-Like Replacement,  Damaged by Hurricane Ian5 ton 19 seer split system",Closed-CC Issued,0,ePlan,,-81.96822255924724,26.505817374448352,2022-10-01,-81.968422303596,26.505738696068,23.89833056786435,336
REPLACE AC SYSTEM,Closed-CC Issued,0,ePlan,,-81.96882054059401,26.51008906382804,2022-07-01,-81.968606682961,26.510108675564,23.90652591592655,209
Replace storm damaged pool enclosure in the same place,Closed-CC Issued,0,ePlan,,-81.96882054059401,26.51008906382804,2023-01-01,-81.968606682961,26.510108675564,23.90652591592655,209
"Remove existing shingles, underlayment and replace with 1""ss nail strip roof system",Closed-CC Issued,0,ePlan,,-81.96696978496624,26.514761424098204,2023-01-01,-81.966906129935,26.514966577738,23.911779297293474,1221
"INSTALL DRYWALL DUE TO STORM DAMAGE, CABS & TOPS IN KITCHEN, MASTER & GUEST BATH, SHOWER REMDOEL IN MASTER BATHROOM.",Permit Expired,0,ePlan,,-81.96696978496624,26.514761424098204,2023-04-01,-81.966906129935,26.514966577738,23.911779297293474,1221
"Tear off old shingle roof and reroof with new standing seam metal at 15410 Allen Way, Fort Myers, FL 33908.",Closed-CC Issued,0,ePlan,,-81.96868756837445,26.51623189299485,2023-07-01,-81.968481486983,26.516292504278,23.912631437471408,1500
"Like-for-Like Replacement,  Damaged by Hurricane Ian",Closed-CC Issued,0,ePlan,,-81.96191645634785,26.505553510000084,2022-10-01,-81.961758539098,26.505407497228,23.942234864234173,613
5-V Metal Roof Replacement - Detached Garage,Closed-CC Issued,0,ePlan,,-81.96191645634785,26.505553510000084,2023-04-01,-81.961758539098,26.505407497228,23.942234864234173,613
Roof Replacement 5V,Closed-CC Issued,0,ePlan,,-81.96191645634785,26.505553510000084,2023-04-01,-81.961758539098,26.505407497228,23.942234864234173,613
A/C Change Out,Closed-CC Issued,0,ePlan,,-81.96876717641032,26.516504500398163,2022-12-01,-81.968587767747,26.516623609782,23.972475439048992,1504
Replace Split System AC,Closed-CC Issued,0,ePlan,,-81.96105300590162,26.50542157619172,2023-08-01,-81.961245610467,26.505518256469,23.99032384368435,649
Install 500 gallon UG LP tank connected to new 26kw generator.,Closed-CC Issued,1,ePlan,,-81.96105300590162,26.50542157619172,2023-09-01,-81.961245610467,26.505518256469,23.99032384368435,649
Install 26kw generator with (1) 200 amp ATS connected to 500 gallon UG LP tank.,Closed-CC Issued,1,ePlan,,-81.96105300590162,26.50542157619172,2023-09-01,-81.961245610467,26.505518256469,23.99032384368435,649
AC change out/split system,Closed-CC Issued,0,ePlan,,-81.96564320798527,26.50805612745218,2022-10-01,-81.965667695748,26.508270365028,24.004213606992842,549
Bird Cage,Permit Expired,0,ePlan,,-81.9691462922195,26.50667839857847,2023-03-01,-81.969044463575,26.506869019083,24.05780754198326,274
Tiles to Tiles replacement,Permit Expired,0,ePlan,,-81.9691462922195,26.50667839857847,2023-03-01,-81.969044463575,26.506869019083,24.05780754198326,274
Re-Roof Tile Replacement,Closed-Voided,0,ePlan,,-81.9691462922195,26.50667839857847,2023-03-01,-81.969044463575,26.506869019083,24.05780754198326,274
Replacement Pool Enclosure- Hurricane Ian.,Closed-CO Issued,0,ePlan,,-81.97571992077171,26.510322117291626,2023-01-01,-81.975516506462,26.51039622049,24.099858418338314,1464
"Replacing 1 SXS Impact Front Door, 7 SXS Impact Eyebrow Windows,  14 SXS Single Hung Impact Windows, 1 SXS Horizontal Roller Impact Window & 2 SXS Impact Sliding Glass Doors  ***Inspections Done By Private Provider-Innovative Construction Inspection, Inc***",Closed-CC Issued,0,ePlan,,-81.97571992077171,26.510322117291626,2023-07-01,-81.975516506462,26.51039622049,24.099858418338314,1464
"replacement windows/doors, size for size, impact. (4 windows 1 SGD)",Closed-CC Issued,0,ePlan,,-81.96314509234566,26.509450738931545,2022-08-01,-81.963357515022,26.509408458992,24.110736767257215,818
Reroof,Closed-CC Issued,0,ePlan,,-81.97078815749742,26.50922056506992,2023-07-01,-81.97063862743,26.509063858718,24.112056364538788,246
Remove existing shingle roof and install new shingle roof built to code,Closed-CC Issued,1,ePlan,,-81.96036260182035,26.52266172818471,2023-05-01,-81.960154360393,26.522722558759,24.150244999463588,1097
Re-roof flat deck  22-0107.01,Closed-Revision Approved,1,ePlan,,-81.96036260182035,26.52266172818471,2023-07-01,-81.960154360393,26.522722558759,24.150244999463588,1097
install screen enclosure,Closed-CO Issued,0,ePlan,,-81.95995837976717,26.5077599712508,2022-11-01,-81.960009478004,26.507970872664,24.156808301389923,627
Roof Replacement 5V Metal,Closed-CC Issued,0,ePlan,,-81.95995837976717,26.5077599712508,2023-05-01,-81.960009478004,26.507970872664,24.156808301389923,627
reroof,Closed-CC Issued,0,ePlan,,-81.97040236054339,26.50795424554859,2023-04-01,-81.970350780757,26.507743305797,24.17363286381704,299
AC Changeout,Closed-CC Issued,0,ePlan,,-81.97040236054339,26.50795424554859,2023-05-01,-81.970350780757,26.507743305797,24.17363286381704,299
Relocate and install new boat lift in slip B17,Closed-CC Issued,0,ePlan,,-81.95722902084773,26.522708353793213,2022-09-01,-81.95730441538,26.522912281643,24.20305283364309,524
Repipe interior potable water system with cpvc.,Closed-CC Issued,0,ePlan,,-81.95722902084773,26.522708353793213,2023-04-01,-81.95730441538,26.522912281643,24.20305283364309,524
"Installing 1 Deluxe Alum Rolldown MOT *Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Closed-CC Issued,0,ePlan,,-81.95722902084773,26.522708353793213,2023-05-01,-81.95730441538,26.522912281643,24.20305283364309,524
LIKE FRO LIKE REPLACEMENT 4 TON 13 SEER SPLIT SYSTEM,Closed-CC Issued,0,ePlan,,-81.95722902084773,26.522708353793213,2023-05-01,-81.95730441538,26.522912281643,24.20305283364309,524
CHANGE OUT 5 TON 15.5 SEER 10 KW SPLIT SYSTEM,Closed-CC Issued,0,ePlan,,-81.95722902084773,26.522708353793213,2023-08-01,-81.95730441538,26.522912281643,24.20305283364309,524
"3 ton 19 seer split system, 2 ton 20 seer split system , 1.75 ton 19 seer mini split system install for Dehumidification only and2 ton 20 seer mini split system with 2- heads install for Dehumidification only",Closed-CC Issued,0,ePlan,,-81.96221118323946,26.505408271874032,2022-10-01,-81.96212102067,26.505210374511,24.208620738116785,612
Replacement of 2 condensers only,Closed-CC Issued,0,ePlan,,-81.95747512885717,26.50571148754304,2022-12-01,-81.957364082031,26.505524310205,24.227578378745946,167
REPLACING SPLIT AC SYSTEM,Closed-CC Issued,0,ePlan,,-81.97576706102939,26.51316039813551,2022-07-01,-81.975562059212,26.513087286624,24.22867416147683,1476
Replacement of screen enclosure on existing foundation,Permit Expired,0,ePlan,,-81.97441419459395,26.5114272319006,2023-08-01,-81.974290840613,26.511606872089,24.25826068228207,1439
Remove and replace tile roof system,Closed-CC Issued,0,ePlan,,-81.95803596388896,26.50521312998452,2022-07-01,-81.958153013379,26.505397178101,24.280597289903547,179
"Remove/replace HVAC, sinks, drywall 2' & 4', insulation, cabinets, tile repair, interior doors, baseboard, door case",Closed-CC Issued,0,ePlan,,-81.95803596388896,26.50521312998452,2022-12-01,-81.958153013379,26.505397178101,24.280597289903547,179
Replacement Pool Enclosure,Closed-CO Issued,0,ePlan,,-81.97567571152638,26.51122165750107,2022-11-01,-81.975476435816,26.511132749804,24.291081910596237,1468
Replace Air Handler and Condenser,Closed-CC Issued,0,ePlan,,-81.9739511388822,26.5118877862392,2023-01-01,-81.973834052834,26.511703565966,24.29895340184552,1450
TEAR OFF TILE ROOF. INSTALL NEW TILE ROOF,Closed-CC Issued,0,ePlan,,-81.95654901984015,26.50753617845733,2022-08-01,-81.956335306093,26.507582082641,24.333227888156777,153
"DRYWALL, INSULATION, INTERIOR DOORS, CABINETS",Closed-CC Issued,0,Paper Submittal,,-81.95654901984015,26.50753617845733,2022-12-01,-81.956335306093,26.507582082641,24.333227888156777,153
200 AMP ATS AND MODULES TO CONTROL LOADS,Closed-CC Issued,1,ePlan,,-81.95654901984015,26.50753617845733,2023-06-01,-81.956335306093,26.507582082641,24.333227888156777,153
"(1) 500 gallon propane tank with Cathodic Protection- 1 Set of regulators (1st and 2nd Stage)- 1 Shut off valve- Gas connection to generator- 35' of 3/4"" LP Poly Line from tank to generator.",Closed-CC Issued,1,ePlan,,-81.95654901984015,26.50753617845733,2023-06-01,-81.956335306093,26.507582082641,24.333227888156777,153
Complete Tile Tear off and Re Roof,Closed-CC Issued,0,ePlan,,-81.97083956262938,26.50595099378485,2023-09-01,-81.97062095699,26.505947725823,24.337898789840086,315
"HURRICANE IAN repair work. Drywall replacement, cabinets replaced, minor electrical and plumbing work.",Closed-CC Issued,0,ePlan,,-81.96686237747002,26.508043021514982,2022-10-01,-81.966928624949,26.508251437964,24.344781688678065,544
Install one A/G LP line from existing tank to oven,Closed-CC Issued,0,ePlan,,-81.96686237747002,26.508043021514982,2022-12-01,-81.966928624949,26.508251437964,24.344781688678065,544
REPLACING GARAGE DOOR SIZE FOR SIZE 16'2X7 4300 W6,Closed-Withdrawn,0,ePlan,,-81.96686237747002,26.508043021514982,2023-01-01,-81.966928624949,26.508251437964,24.344781688678065,544
SOLAR POOL HEATER REPLACEMENT ROOF ONLY NO CHANGES BELOW ROOF EXISTING PLUMBING & VALVES,Closed-CC Issued,0,ePlan,,-81.96825380651217,26.50711392230967,2023-01-01,-81.968463436923,26.50717729451,24.379066001652607,329
"****VOID****Remove and replace asphalt (2200sf).  Removal of tree rootsRemoval of 2"" track of asphalt shall be paved 1.5 inches after compaction",Closed-Voided,0,ePlan,,-81.95883929487998,26.50945297218707,2023-02-01,-81.958795157926,26.509238410049,24.38517433839204,904
INSTALL/REPLACE SCREEN ENCLOSURE DAMAGED BY HURRICANE IAN GOING BACK IN SAME FOOT PRINT,Closed-CO Issued,0,ePlan,,-81.95883929487998,26.50945297218707,2023-05-01,-81.958795157926,26.509238410049,24.38517433839204,904
Window and Door Replacement,Closed-CC Issued,0,Paper Submittal,,-81.95883929487998,26.50945297218707,2023-05-01,-81.958795157926,26.509238410049,24.38517433839204,904
Install Hurricane Ian Replacement Pool Enclosure Over Existing Deck With A Screen Roof.,Closed-CO Issued,0,ePlan,,-81.97571459878267,26.51166777048376,2022-11-01,-81.97552450899,26.511776900927,24.40005985491695,1470
Relocate boat lift in slip #38.,Closed-CC Issued,0,ePlan,,-81.97568333947255,26.51144563396563,2022-08-01,-81.975494053255,26.511556555382,24.42271315235416,1469
Install Hurricane Ian Replacement Pool Enclosure Over Existing Deck With A Screen Roof.,Closed-CO Issued,0,ePlan,,-81.97568333947255,26.51144563396563,2022-11-01,-81.975494053255,26.511556555382,24.42271315235416,1469
Hurricane Ian Repairs and Bath Remodel,Closed-CC Issued,0,ePlan,,-81.96878693377266,26.50612630698522,2023-04-01,-81.968570002512,26.506160162061,24.441100897213932,277
hurricane Ian replacement pool enclosure on existing deck,Closed-CC Issued,0,ePlan,,-81.97571108628667,26.509872811409465,2023-09-01,-81.975505099961,26.509951366479,24.54126729742165,1462
Install solar pool heat using existing controller,Closed-CC Issued,0,ePlan,,-81.96895936634111,26.51092082862488,2022-11-01,-81.968802315745,26.510765733123,24.57110165854976,261
Remove and replace tile roof system,Closed-CC Issued,0,ePlan,,-81.95599294302346,26.507214913174632,2022-07-01,-81.95620427258,26.507278771284,24.575775206225035,147
